IDNOTA,IDCLIENTE,IDVENDEDOR,IDFORMA,IDPRODUTO,IDFORNECEDOR,IDTEMPO,QUANTIDADE
2167,330,18,8,95,21,74026,1
2173,179,17,17,221,35,74026,4
2173,179,17,17,230,35,74026,5
3010,406,10,18,136,23,74026,4
319,182,12,10,45,10,74028,1
6392,796,9,4,107,21,74028,4
6392,796,9,4,227,34,74028,3
6629,521,11,20,153,22,74028,4
6165,664,18,21,192,29,74028,3
1397,448,3,26,71,14,74031,1
2554,962,20,13,164,14,74031,4
3711,794,8,12,42,9,74031,5
6315,740,9,15,85,18,74033,1
6013,289,13,14,34,7,74033,1
7792,415,1,19,178,39,74036,2
3018,115,24,12,24,7,74036,1
7792,415,1,19,57,11,74036,1
7792,415,1,19,99,25,74036,2
4394,44,23,8,11,22,74038,1
3549,359,19,3,68,13,74038,1
313,431,16,15,104,13,74038,4
3549,359,19,3,164,14,74038,5
3549,359,19,3,57,11,74038,5
1012,567,10,26,39,8,74038,2
153,145,13,22,120,18,74038,2
1551,26,8,21,84,18,74039,1
4236,707,19,7,5,1,74039,5
5944,814,11,5,182,18,74040,4
1545,223,2,2,212,32,74040,2
5944,814,11,5,171,13,74040,3
1545,223,2,2,71,14,74040,3
4473,912,1,23,104,13,74045,5
7705,211,9,11,220,35,74045,4
2854,758,23,19,53,9,74045,3
6159,99,15,23,85,18,74045,1
6548,814,15,2,156,40,74045,1
2007,488,23,14,28,7,74045,1
7705,211,9,11,212,32,74045,2
2623,574,13,9,175,39,74045,3
2623,574,13,9,231,36,74045,1
6408,449,3,6,89,23,74045,4
4473,912,1,23,136,23,74045,3
6929,826,21,9,68,13,74046,2
3790,295,6,25,227,34,74046,4
6716,895,19,9,176,25,74046,4
3790,295,6,25,173,38,74046,4
88,277,3,15,56,11,74046,2
6331,336,9,22,68,13,74046,4
7176,901,19,19,33,6,74049,2
4479,453,6,15,11,22,74049,1
5399,35,16,18,52,9,74049,1
7176,901,19,19,55,9,74049,1
1395,187,15,23,143,21,74049,1
1395,187,15,23,142,24,74049,1
3476,619,3,24,196,19,74050,1
5701,796,6,25,133,13,74050,3
4629,625,1,16,233,11,74051,4
4698,691,9,19,193,19,74051,1
4629,625,1,16,97,25,74051,2
5004,234,22,24,157,40,74051,1
2465,511,14,26,223,33,74054,1
7332,306,5,16,221,35,74054,1
4854,731,18,17,136,23,74054,5
4621,198,19,3,76,16,74054,4
4854,731,18,17,135,21,74054,1
779,199,7,26,180,39,74058,5
708,875,5,19,194,19,74062,1
7008,276,21,4,7,22,74062,1
5164,191,3,13,158,40,74062,4
7008,276,21,4,172,25,74062,5
6562,93,10,14,83,18,74065,1
1555,682,13,25,9,22,74065,3
3541,329,16,25,164,14,74066,1
5703,637,17,15,98,21,74066,1
1318,450,10,13,99,25,74066,5
7012,55,18,15,181,39,74069,3
7715,73,2,20,145,13,74070,1
6396,597,9,8,174,14,74070,1
3166,464,21,26,97,25,74070,4
5020,509,16,11,195,27,74070,2
7863,796,13,9,122,22,74071,1
1695,67,24,5,148,13,74071,1
7938,369,19,2,178,39,74071,2
2706,648,11,22,172,25,74071,3
2706,648,11,22,84,18,74071,3
4860,253,4,11,30,6,74077,2
4860,253,4,11,193,19,74077,4
2161,937,8,3,220,35,74080,4
7409,253,8,15,40,8,74081,1
6852,560,23,5,151,22,74081,1
6852,560,23,5,189,29,74081,5
6852,560,23,5,229,35,74081,3
6321,829,3,17,38,8,74083,1
6161,442,12,24,92,17,74083,4
82,892,21,23,36,8,74083,1
4098,3,2,1,105,21,74083,2
1324,801,17,23,179,39,74083,3
3328,368,18,8,77,16,74083,2
1324,801,17,23,133,13,74083,5
3020,428,15,10,172,25,74084,5
5314,364,19,20,68,13,74084,1
3241,241,5,20,6,22,74084,1
4471,883,10,7,57,11,74084,3
7867,927,22,25,205,31,74084,2
4471,883,10,7,82,18,74084,4
7324,474,6,20,13,2,74086,1
3547,626,24,22,190,28,74086,1
4400,638,24,20,131,25,74086,3
5328,952,22,25,184,14,74086,2
5328,952,22,25,128,37,74086,3
4400,638,24,20,167,14,74086,1
3004,91,19,26,202,38,74087,2
3085,538,8,2,49,10,74087,5
3932,820,23,12,233,11,74087,1
3085,538,8,2,100,25,74087,3
1863,445,14,15,221,35,74087,2
2625,301,6,8,112,41,74087,5
3085,538,8,2,109,21,74087,2
2625,301,6,8,30,6,74087,1
317,793,4,22,13,2,74087,3
76,717,12,20,85,18,74090,1
5482,971,8,4,209,30,74090,2
4234,818,14,22,37,8,74093,4
4773,671,16,2,97,25,74094,1
5853,606,23,4,83,18,74094,1
5099,768,20,16,31,6,74094,4
7703,291,15,15,125,23,74095,5
3089,241,12,4,68,13,74095,4
1231,198,9,2,42,9,74095,3
3089,241,12,4,150,16,74095,3
1466,573,1,23,174,14,74099,4
939,376,16,22,73,15,74099,1
2398,866,11,14,43,10,74099,4
1466,573,1,23,174,14,74099,4
390,627,3,11,84,18,74099,4
935,302,16,19,228,34,74100,1
5792,107,23,21,201,27,74100,1
80,921,2,22,233,11,74100,4
5792,107,23,21,195,27,74100,4
3863,530,3,20,121,22,74100,3
4005,991,14,16,166,14,74101,1
309,226,12,15,115,41,74101,2
15182,370,15,8,30,6,74106,1
13336,565,18,1,31,6,74106,1
9871,403,24,2,64,12,74106,5
13336,565,18,1,111,25,74106,1
13336,565,18,1,208,31,74106,2
15099,883,7,20,175,39,74110,3
15099,883,7,20,183,18,74110,4
10167,916,4,24,150,16,74110,1
15099,883,7,20,94,17,74110,5
10167,916,4,24,51,9,74110,4
12493,602,19,21,73,15,74110,4
8791,132,14,25,80,18,74113,1
15419,137,16,10,13,2,74113,1
15419,137,16,10,48,9,74113,4
8641,241,3,23,204,31,74113,2
13725,494,17,19,223,33,74113,1
14874,625,12,17,195,27,74116,3
11332,706,20,21,161,18,74116,3
13942,50,19,2,166,14,74117,3
14803,707,11,15,30,6,74120,1
12868,656,20,4,194,19,74120,1
8787,662,3,4,47,9,74120,1
9484,806,19,9,140,24,74120,2
8171,966,20,6,233,11,74120,3
11338,258,22,3,162,18,74120,5
9322,338,11,16,39,8,74120,2
20104,180,9,24,26,6,74474,4
23800,151,23,23,178,39,74474,4
20104,180,9,24,131,25,74474,2
23800,151,23,23,41,9,74474,3
20657,717,13,14,94,17,74474,2
23812,589,7,16,205,31,74475,4
18499,29,4,4,110,25,74475,1
23962,138,23,8,205,31,74476,4
16949,754,12,5,51,9,74476,1
24118,456,2,16,167,14,74478,3
18641,527,5,20,78,17,74478,1
21267,948,11,13,184,14,74478,2
22264,553,1,24,152,21,74478,1
22726,596,10,6,141,24,74478,1
18645,286,21,26,67,13,74478,4
18645,286,21,26,119,18,74478,4
18645,286,21,26,52,9,74478,2
21504,940,10,2,33,6,74479,3
23269,593,13,20,226,34,74479,2
23269,593,13,20,227,34,74479,4
19334,366,23,16,9,22,74479,1
25036,394,6,25,229,35,74480,4
25348,56,21,11,184,14,74480,1
21563,840,2,25,60,11,74481,3
21563,840,2,25,119,18,74481,3
19344,425,16,22,176,25,74481,2
21563,840,2,25,13,2,74481,5
19344,425,16,22,105,21,74481,3
21563,840,2,25,142,24,74481,4
20023,95,2,14,40,8,74481,5
20023,95,2,14,70,14,74481,4
20023,95,2,14,16,4,74481,4
23494,653,5,17,148,13,74481,3
16874,190,6,24,102,13,74482,1
22805,929,5,6,31,6,74485,2
21101,128,3,12,148,13,74485,1
20963,691,10,15,146,26,74488,2
25263,147,13,25,34,7,74488,5
18797,807,19,23,82,18,74489,5
19725,139,19,12,59,11,74489,2
22499,233,24,15,139,24,74489,1
22651,575,19,13,78,17,74489,1
24043,815,2,16,110,25,74492,2
20730,433,3,25,83,18,74492,4
19563,829,11,2,6,22,74492,2
23184,85,24,24,176,25,74492,2
25261,960,15,17,178,39,74493,4
20266,663,8,6,53,9,74493,2
22416,597,20,20,15,3,74493,1
16803,61,15,7,218,34,74493,1
25261,960,15,17,62,12,74493,3
17879,749,16,15,221,35,74493,1
20732,153,20,23,10,22,74493,5
17097,90,8,4,136,23,74493,1
16953,504,18,23,195,27,74493,3
20418,992,18,26,35,7,74495,4
18483,506,4,3,175,39,74495,1
22110,569,7,18,57,11,74495,1
17646,770,8,18,166,14,74495,1
23883,278,9,2,93,17,74496,4
23883,278,9,2,208,31,74496,5
23883,278,9,2,17,5,74496,2
20025,485,3,16,32,6,74498,5
23804,728,19,24,26,6,74498,1
19115,170,8,7,163,18,74498,1
21650,57,9,3,103,13,74498,5
25042,84,9,15,51,9,74505,5
25042,84,9,15,71,14,74505,5
22503,294,6,22,118,18,74505,1
23042,73,2,22,62,12,74505,4
16637,963,5,20,44,10,74505,1
17802,253,23,8,140,24,74506,1
17802,253,23,8,157,40,74506,1
22041,678,2,23,207,31,74506,4
22106,707,15,18,202,38,74506,3
22106,707,15,18,202,38,74506,4
23577,846,1,14,170,13,74506,1
19642,881,20,12,130,18,74507,2
19642,881,20,12,180,39,74507,3
24264,931,13,23,28,7,74508,2
24264,931,13,23,96,25,74508,4
18955,891,12,21,224,34,74508,4
18185,856,9,13,121,22,74511,1
24262,724,1,7,176,25,74512,5
21958,168,8,18,74,16,74512,2
19026,855,11,22,160,18,74514,4
19026,855,11,22,46,10,74514,4
19026,855,11,22,176,25,74514,3
19026,855,11,22,92,17,74514,4
16418,815,21,14,199,20,74515,1
20566,950,22,25,19,7,74515,5
23887,663,16,25,112,41,74515,1
24260,524,10,23,119,18,74515,1
21486,234,2,18,42,9,74515,1
25354,979,22,21,224,34,74515,4
19794,614,16,9,115,41,74515,1
20566,950,22,25,233,11,74515,3
20566,950,22,25,158,40,74515,3
21948,234,21,14,48,9,74520,2
24503,737,5,18,197,20,74520,1
18029,897,16,12,102,13,74521,4
18029,897,16,12,101,18,74521,3
17719,837,22,10,37,8,74521,2
17719,837,22,10,207,31,74521,4
17642,571,13,12,104,13,74521,1
17719,837,22,10,233,11,74521,3
23877,537,3,20,76,16,74521,1
17642,571,13,12,188,28,74521,1
20959,21,4,21,184,14,74521,1
17642,571,13,12,43,10,74521,5
22732,362,19,2,141,24,74522,3
19190,78,3,24,25,5,74522,1
16716,684,13,4,100,25,74523,3
16420,660,16,1,207,31,74523,1
25265,732,16,1,102,13,74523,1
19024,794,2,18,204,31,74523,3
22886,674,16,22,5,1,74524,1
16645,856,3,8,200,27,74527,2
23182,492,21,8,56,11,74527,4
24728,762,5,4,161,18,74527,1
23182,492,21,8,142,24,74527,3
18726,312,8,25,144,26,74531,5
18726,312,8,25,8,22,74531,3
18726,312,8,25,223,33,74531,4
24730,226,17,18,121,22,74531,1
21875,127,1,5,150,16,74531,1
17099,895,15,24,89,23,74531,4
18726,312,8,25,145,13,74531,2
18726,312,8,25,53,9,74531,4
22424,717,14,11,188,28,74533,3
24422,609,1,11,229,35,74533,1
22424,717,14,11,35,7,74533,2
24736,380,24,22,112,41,74533,1
24736,380,24,22,144,26,74533,4
24258,214,20,24,2,1,74533,1
20880,63,23,18,137,23,74533,1
24736,380,24,22,30,6,74533,4
19654,947,21,21,227,34,74534,4
17488,978,14,6,143,21,74534,4
18880,564,16,25,14,3,74534,4
18880,564,16,25,150,16,74534,2
17488,978,14,6,33,6,74534,3
23891,914,18,19,12,2,74534,1
21956,434,9,20,197,20,74534,1
17488,978,14,6,46,10,74534,1
22582,607,13,19,73,15,74536,1
18035,173,10,25,163,18,74536,2
21421,696,9,2,62,12,74539,2
16872,918,2,4,51,9,74539,4
18418,7,2,1,213,32,74539,1
25275,164,7,10,7,22,74539,2
21421,696,9,2,62,12,74539,5
21421,696,9,2,8,22,74539,4
24722,885,11,15,98,21,74539,1
19267,548,15,8,82,18,74539,1
20110,880,6,5,223,33,74539,1
21421,696,9,2,177,13,74539,3
18418,7,2,1,104,13,74539,2
17565,243,16,17,200,27,74540,5
16572,290,11,22,6,22,74540,5
16572,290,11,22,19,7,74540,4
20118,906,8,16,48,9,74540,4
16572,290,11,22,153,22,74540,5
17565,243,16,17,231,36,74540,4
21257,410,1,13,166,14,74540,1
16487,938,8,20,75,16,74541,4
16487,938,8,20,156,40,74541,2
18181,927,5,4,226,34,74541,3
19800,299,9,15,24,7,74541,4
16487,938,8,20,31,6,74541,2
24428,566,14,16,100,25,74541,1
16487,938,8,20,196,19,74541,2
23415,220,22,16,179,39,74541,1
20193,740,19,16,172,25,74543,1
20193,740,19,16,79,17,74543,2
23350,652,5,13,45,10,74544,2
23885,801,23,7,6,22,74544,5
24343,156,8,12,112,41,74544,1
24657,285,16,23,13,2,74544,1
19423,860,11,25,182,18,74544,1
19180,288,14,19,76,16,74546,3
19105,762,22,23,10,22,74546,2
20029,583,7,14,114,41,74546,3
16495,493,22,2,226,34,74546,2
21259,23,16,5,151,22,74546,3
19330,362,8,20,190,28,74546,5
18266,281,24,8,187,28,74546,1
19180,288,14,19,84,18,74546,4
24104,232,19,15,173,38,74546,3
16726,782,2,10,105,21,74547,5
20485,436,24,1,10,22,74547,5
17567,582,11,19,81,18,74547,3
17567,582,11,19,221,35,74547,3
23583,928,12,1,17,5,74547,3
16726,782,2,10,136,23,74547,2
16491,224,8,18,45,10,74547,3
23583,928,12,1,87,23,74547,1
16491,224,8,18,33,6,74547,3
18106,602,7,6,90,17,74548,4
21640,271,5,20,82,18,74548,1
18106,602,7,6,73,15,74548,1
22878,882,3,15,188,28,74550,5
16943,14,16,21,53,9,74550,3
16943,14,16,21,64,12,74550,1
16943,14,16,21,165,14,74550,3
18023,962,16,23,6,22,74550,1
24183,654,11,2,67,13,74550,1
17804,715,19,24,112,41,74550,1
18574,559,3,17,132,13,74550,2
22878,882,3,15,129,37,74550,2
19950,267,8,24,176,25,74551,4
20108,757,2,21,202,38,74551,1
16410,244,6,4,122,22,74552,2
16410,244,6,4,133,13,74552,4
18953,336,1,11,86,18,74552,2
23731,228,12,6,28,7,74553,1
23346,757,9,9,159,40,74553,3
17028,934,24,10,19,7,74553,4
17806,30,21,20,23,7,74556,2
17417,145,1,5,106,21,74556,3
17806,30,21,20,12,2,74556,3
20189,552,11,26,46,10,74556,4
21721,670,5,14,182,18,74556,3
17559,969,9,11,70,14,74557,4
17960,912,3,25,117,41,74557,5
17559,969,9,11,97,25,74557,2
17960,912,3,25,80,18,74557,1
21188,786,16,5,218,34,74557,1
22955,90,5,11,56,11,74557,1
21879,295,24,19,35,7,74562,5
19109,923,14,15,90,17,74562,4
17032,801,4,2,72,15,74562,5
22260,790,8,12,116,41,74562,1
19261,111,12,6,208,31,74562,1
25192,679,11,2,153,22,74562,1
17032,801,4,2,89,23,74562,4
21879,295,24,19,41,9,74562,2
22260,790,8,12,79,17,74562,2
18175,465,7,14,187,28,74563,4
21425,882,24,21,111,25,74563,4
19407,996,10,11,199,20,74566,3
19407,996,10,11,49,10,74566,3
17729,946,10,11,130,18,74566,3
19111,829,7,2,21,4,74566,1
23652,247,22,8,82,18,74567,1
16945,333,13,12,129,37,74568,4
16945,333,13,12,230,35,74568,3
24734,944,11,23,54,9,74568,3
24734,944,11,23,127,37,74568,3
22187,193,11,20,11,22,74568,4
20499,666,9,7,61,12,74574,3
19184,601,16,9,64,12,74574,1
24276,439,16,22,196,19,74576,2
24276,439,16,22,169,13,74576,1
18570,587,12,24,202,38,74576,4
18576,67,3,20,203,30,74576,1
19263,798,24,24,177,13,74577,2
22572,271,20,6,19,7,74577,2
16957,415,6,21,112,41,74577,1
22572,271,20,6,203,30,74577,2
23413,234,22,19,65,12,74578,2
20716,960,6,26,161,18,74578,4
23413,234,22,19,151,22,74578,4
20100,822,2,2,129,37,74578,2
18256,540,19,4,10,22,74579,2
20882,33,13,12,188,28,74579,4
18256,540,19,4,220,35,74579,5
24272,875,9,17,91,17,74579,2
24272,875,9,17,161,18,74579,1
18021,667,2,9,31,6,74580,3
18264,243,12,26,86,18,74585,4
19486,830,19,8,42,9,74585,4
24045,635,4,12,152,21,74585,1
22195,958,1,25,160,18,74585,3
17790,143,8,11,46,10,74585,1
18264,243,12,26,168,13,74585,2
24418,575,21,7,94,17,74588,2
22027,763,11,3,20,4,74588,2
24418,575,21,7,200,27,74588,2
24418,575,21,7,135,21,74588,2
16649,189,4,3,219,36,74588,1
16651,988,3,12,27,7,74588,1
18716,63,21,25,163,18,74588,1
20254,614,19,6,48,9,74588,1
23727,31,4,6,117,41,74593,4
21802,990,5,12,86,18,74593,5
23723,371,21,4,135,21,74593,1
18037,923,18,26,144,26,74594,3
20795,788,6,6,76,16,74594,1
17251,337,14,13,22,5,74594,5
20807,655,3,21,74,16,74595,4
20564,421,8,7,24,7,74595,3
21103,892,1,10,212,32,74595,3
21103,892,1,10,82,18,74595,2
20734,682,12,1,197,20,74595,2
17188,38,21,10,114,41,74595,5
22349,179,1,14,175,39,74595,1
21103,892,1,10,155,40,74595,4
22505,953,2,1,223,33,74596,3
23034,923,13,24,3,1,74596,4
25113,467,8,25,102,13,74596,1
22505,953,2,1,217,34,74596,4
25184,26,13,26,40,8,74597,3
21263,674,18,3,32,6,74597,1
21263,674,18,3,144,26,74597,1
21263,674,18,3,186,27,74597,2
21263,674,18,3,84,18,74597,2
25184,26,13,26,21,4,74597,2
22653,633,18,5,44,10,74597,1
24955,995,1,25,197,20,74597,4
21263,674,18,3,140,24,74597,1
24955,995,1,25,48,9,74597,4
22262,487,14,5,158,40,74598,5
24414,841,9,21,26,6,74598,1
20876,974,9,16,95,21,74598,1
22274,209,17,5,93,17,74598,1
23735,845,19,21,227,34,74598,1
24414,841,9,21,166,14,74598,1
24414,841,9,21,24,7,74598,4
21186,339,21,26,31,6,74599,4
17267,409,9,3,116,41,74599,3
23569,853,16,21,222,33,74599,1
20803,157,11,24,123,22,74599,1
21186,339,21,26,116,41,74599,2
18805,232,9,19,110,25,74601,2
16712,29,5,16,151,22,74601,5
16712,29,5,16,194,19,74601,2
18805,232,9,19,127,37,74601,2
18805,232,9,19,88,23,74601,2
23889,931,16,25,175,39,74601,1
18805,232,9,19,136,23,74601,3
17638,670,14,19,74,16,74602,4
17638,670,14,19,226,34,74602,2
21042,937,15,23,195,27,74602,1
17638,670,14,19,24,7,74602,5
23956,21,18,10,82,18,74602,3
24507,806,22,17,148,13,74605,2
20568,502,18,11,156,40,74605,1
21269,377,21,25,134,21,74605,1
23117,614,21,2,217,34,74605,1
17334,370,19,10,60,11,74605,1
19638,452,10,9,119,18,74605,1
17727,602,22,1,232,36,74606,4
18801,347,1,10,10,22,74606,1
17727,602,22,1,45,10,74606,3
20722,972,19,2,208,31,74607,5
20722,972,19,2,40,8,74607,3
22963,291,20,23,205,31,74607,4
18114,672,1,17,50,10,74608,4
18114,672,1,17,233,11,74608,2
22720,715,1,8,180,39,74608,1
17958,375,16,12,137,23,74608,4
18114,672,1,17,127,37,74608,1
17958,375,16,12,126,37,74608,4
17958,375,16,12,15,3,74608,5
17958,375,16,12,106,21,74608,4
25344,704,3,1,144,26,74609,3
23960,65,2,8,24,7,74609,2
23960,65,2,8,144,26,74609,1
24268,158,9,15,184,14,74609,1
17107,440,15,21,53,9,74609,3
20570,25,18,1,171,13,74610,5
21500,50,8,16,221,35,74610,1
22108,808,4,19,31,6,74610,1
19332,986,3,20,89,23,74610,4
19332,986,3,20,52,9,74610,2
24493,558,20,4,146,26,74611,2
22874,447,19,26,28,7,74611,1
16720,477,20,21,203,30,74611,1
18412,665,10,22,170,13,74611,1
23115,520,2,20,204,31,74611,2
23115,520,2,20,21,4,74611,2
24969,375,10,1,166,14,74612,1
24969,375,10,1,217,34,74612,1
16639,201,12,24,110,25,74612,4
24969,375,10,1,190,28,74612,5
20639,490,13,9,51,9,74613,4
20639,490,13,9,48,9,74613,2
23879,608,20,9,179,39,74613,2
25342,441,16,25,3,1,74613,1
19176,307,18,12,140,24,74614,5
24420,229,16,6,206,31,74614,1
24029,461,13,24,143,21,74614,1
18572,930,2,18,194,19,74615,3
20495,19,18,11,9,22,74615,2
18572,930,2,18,229,35,74615,4
22420,99,20,9,39,8,74615,3
18572,930,2,18,154,40,74615,4
19646,420,21,11,168,13,74615,2
20495,19,18,11,35,7,74615,5
24499,67,22,16,23,7,74615,4
21806,669,14,3,95,21,74617,4
22035,720,15,9,59,11,74617,1
17877,766,11,2,160,18,74617,1
23646,554,5,24,188,28,74624,2
22961,420,19,1,136,23,74624,1
23417,512,17,16,94,17,74624,1
22876,840,10,2,232,36,74624,1
23646,554,5,24,10,22,74624,4
21723,20,16,4,192,29,74626,1
22643,398,21,15,162,18,74626,3
22643,398,21,15,7,22,74626,3
20643,664,20,13,47,9,74626,1
23411,9,7,14,51,9,74626,2
19107,808,2,26,169,13,74626,5
24726,168,10,19,67,13,74626,2
22643,398,21,15,137,23,74626,2
22797,746,12,10,66,13,74626,1
20643,664,20,13,80,18,74626,4
20643,664,20,13,132,13,74626,5
20643,664,20,13,123,22,74626,2
24888,397,3,6,141,24,74627,3
23581,732,7,3,199,20,74627,1
23581,732,7,3,7,22,74627,3
20027,58,15,23,195,27,74627,3
18187,30,8,10,124,23,74627,1
24888,397,3,6,153,22,74627,5
17182,727,10,12,231,36,74628,4
23571,439,8,2,195,27,74628,4
17101,612,20,10,97,25,74628,3
23571,439,8,2,136,23,74628,5
17101,612,20,10,233,11,74628,4
21490,245,19,9,76,16,74628,1
21800,951,1,22,91,17,74628,1
22428,377,20,3,180,39,74628,1
17101,612,20,10,38,8,74628,4
23119,127,1,21,221,35,74629,2
16564,134,3,7,209,30,74629,1
20268,575,23,18,179,39,74629,4
16959,947,17,14,92,17,74629,4
19253,178,18,15,146,26,74629,4
18872,421,22,18,133,13,74629,1
19040,645,6,15,28,7,74629,1
16414,713,2,14,116,41,74631,1
23263,289,8,1,163,18,74631,2
19573,755,9,12,216,33,74631,3
21273,716,2,12,111,25,74631,2
17950,801,19,18,69,13,74631,2
23263,289,8,1,38,8,74631,4
17950,801,19,18,187,28,74631,3
23419,282,17,13,16,4,74631,1
19409,656,12,26,89,23,74631,1
20031,882,2,2,88,23,74631,1
17413,629,3,6,101,18,74631,4
19573,755,9,12,68,13,74631,3
23263,289,8,1,167,14,74631,2
16408,90,14,14,193,19,74632,1
23966,26,16,6,69,13,74632,2
23506,837,22,12,161,18,74632,1
20414,366,5,13,224,34,74632,1
21966,332,20,19,152,21,74635,1
17875,137,22,24,3,1,74635,1
16558,713,14,19,212,32,74635,4
16558,713,14,19,142,24,74635,5
18339,557,2,26,46,10,74636,3
21265,259,8,6,160,18,74636,2
21265,259,8,6,231,36,74636,3
18339,557,2,26,194,19,74636,3
18339,557,2,26,129,37,74636,4
21184,379,24,8,67,13,74636,1
21812,937,13,11,49,10,74636,1
20645,412,3,20,196,19,74637,1
22341,760,18,18,39,8,74637,1
19567,33,14,20,223,33,74641,1
21261,550,13,9,215,33,74641,1
16560,916,2,23,196,19,74641,1
19804,623,9,15,11,22,74641,4
19804,623,9,15,57,11,74641,3
18566,3,17,23,80,18,74642,1
18345,943,16,18,106,21,74644,4
24653,451,10,1,223,33,74645,1
22033,59,4,17,152,21,74645,5
19411,729,21,17,42,9,74645,4
20260,892,8,6,50,10,74645,4
20260,892,8,6,110,25,74645,1
22033,59,4,17,230,35,74645,4
24653,451,10,1,74,16,74645,4
19575,276,3,25,53,9,74645,1
23644,894,12,8,207,31,74646,3
18651,17,4,8,207,31,74646,5
20041,928,16,19,80,18,74646,1
16722,504,20,20,202,38,74646,3
23644,894,12,8,195,27,74646,3
18489,357,6,5,40,8,74646,1
18643,942,19,22,114,41,74646,1
18653,733,10,18,145,13,74646,1
20041,928,16,19,135,21,74646,1
23644,894,12,8,138,24,74646,5
18651,17,4,8,63,12,74646,3
18868,625,14,23,64,12,74646,4
18651,17,4,8,149,26,74646,2
18179,361,19,9,167,14,74648,2
20653,411,20,10,199,20,74648,5
20422,489,5,3,215,33,74648,2
20422,489,5,3,211,31,74648,3
20653,411,20,10,72,15,74648,4
22422,209,21,2,171,13,74648,1
22501,826,12,5,233,11,74648,1
20422,489,5,3,163,18,74648,4
19336,704,23,1,203,30,74648,1
20331,384,5,10,68,13,74648,1
24809,54,12,1,168,13,74649,2
23180,309,6,26,32,6,74649,4
23180,309,6,26,33,6,74649,1
23180,309,6,26,31,6,74649,4
21735,385,7,26,136,23,74649,1
24106,824,4,19,149,26,74649,3
24957,229,1,2,85,18,74653,1
20035,868,2,20,38,8,74653,1
21427,17,4,9,9,22,74653,1
20726,18,21,6,69,13,74654,3
22268,561,4,10,138,24,74656,1
19569,998,4,13,150,16,74660,1
20039,529,17,1,30,6,74660,3
19346,598,3,20,29,4,74660,4
19569,998,4,13,137,23,74660,4
24197,69,8,7,217,34,74660,1
20039,529,17,1,75,16,74660,3
21962,19,7,18,43,10,74661,2
17484,379,1,4,135,21,74661,5
17484,379,1,4,86,18,74661,3
20349,30,7,2,10,22,74661,5
20349,30,7,2,65,12,74661,4
17484,379,1,4,28,7,74661,3
19946,318,21,24,218,34,74663,4
21196,677,11,23,46,10,74663,4
25123,106,20,15,81,18,74663,2
23105,418,10,5,194,19,74663,1
19885,685,2,6,193,19,74663,3
18874,778,9,16,3,1,74665,3
19490,302,18,13,141,24,74665,1
18033,694,21,14,224,34,74666,2
18033,694,21,14,219,36,74666,3
18878,624,21,10,18,6,74666,1
24659,121,19,19,56,11,74666,1
17034,612,3,5,82,18,74666,1
24880,953,11,4,146,26,74667,1
23660,715,7,5,139,24,74667,1
22185,739,24,11,82,18,74668,5
21340,232,19,24,136,23,74668,3
24738,76,1,18,126,37,74668,2
21950,993,22,13,8,22,74668,1
18491,886,16,14,205,31,74668,1
19257,670,11,2,180,39,74668,1
21340,232,19,24,196,19,74668,3
24876,159,19,19,207,31,74669,4
16412,36,20,10,174,14,74669,1
21496,934,22,12,118,18,74669,1
17563,918,20,16,76,16,74669,4
16412,36,20,10,86,18,74669,2
17881,46,9,24,232,36,74669,2
17881,46,9,24,118,18,74669,2
24655,429,20,12,118,18,74670,4
20339,695,1,1,73,15,74670,2
23658,320,3,7,12,2,74670,3
23658,320,3,7,130,18,74670,4
23113,159,14,17,38,8,74670,5
23113,159,14,17,112,41,74670,2
17640,918,10,20,91,17,74670,1
24655,429,20,12,12,2,74670,4
19806,257,3,15,16,4,74673,4
17328,963,2,9,177,13,74673,2
19644,176,4,15,197,20,74673,4
19644,176,4,15,33,6,74673,4
17328,963,2,9,21,4,74673,3
19182,928,10,2,196,19,74673,1
23111,134,3,24,95,21,74673,5
19415,92,11,1,222,33,74675,4
24967,234,14,18,174,14,74675,4
24339,427,11,20,40,8,74675,1
17336,378,4,21,207,31,74675,4
24967,234,14,18,95,21,74675,1
21889,78,13,15,119,18,74675,2
19415,92,11,1,125,23,74675,2
17336,378,4,21,64,12,74675,2
24339,427,11,20,185,27,74675,3
19415,92,11,1,150,16,74675,5
19038,384,7,16,38,8,74675,1
19415,92,11,1,6,22,74675,4
18647,662,10,5,196,19,74676,4
18647,662,10,5,149,26,74676,2
18647,662,10,5,8,22,74676,2
23725,446,22,6,136,23,74676,2
19417,423,5,7,63,12,74676,1
22116,888,22,10,122,22,74676,1
24574,711,14,7,125,23,74677,1
25038,799,12,24,1,1,74677,4
23958,605,7,22,34,7,74678,1
17796,384,14,12,143,21,74678,5
18495,838,6,7,148,13,74678,4
23958,605,7,22,64,12,74678,3
22888,421,6,4,82,18,74678,1
21654,129,9,15,131,25,74678,1
18495,838,6,7,127,37,74678,4
22345,615,14,8,181,39,74679,4
22345,615,14,8,232,36,74679,3
24033,469,9,17,198,38,74679,1
18961,75,8,15,171,13,74679,1
22025,431,15,10,228,34,74679,1
22949,28,16,2,49,10,74679,1
22339,838,17,14,173,38,74684,1
24416,48,18,5,191,19,74684,1
19571,256,17,6,50,10,74686,3
17405,85,1,22,18,6,74686,2
19571,256,17,6,136,23,74686,2
19265,417,2,25,182,18,74686,1
